Sticker_No,Core_No,Plot,Treatment,fires_since_1986,TSF,Total_carbon,Total_nitrogen,Standard,TreeOpen,CoreDepth,SoilDepth,TopsoilDepth,SoilColour,Weight (g),RatioC:N,Sticker_No,Core_No,Plot,Total_carbon,Total_nitrogen,Bulk_Den_g/cm3
1152,3127,52,UR,2,4,3.19,0.06,,Open,25,23.4,17,Grey,109.65,53.16666667,1152,3127,52,3.19,0.06,1.127839304
1153,3148,15,LF,7,4,2.51,0.03,,Tree,20,19,9,Yellow,103.16,83.66666667,1153,3148,15,2.51,0.03,1.306809187
1154,3106,62,LN,0,40,1.99,0.06,,Tree,20,15.2,5,Grey,82.1,33.16666667,1154,3106,62,1.99,0.06,1.30003192
1155,3150,15,LF,7,4,2.31,0.04,,Tree,20,19.2,2,Yellow,102.45,57.75,1155,3150,15,2.31,0.04,1.28429615
1156,3142,17,LF,3,4,8.81,0.08,,Tree,20,10.6,6,Yellow,40.46,110.125,1156,3142,17,8.81,0.08,0.918701573
1157,3079,37,UF,4,4,2.37,0.01,,Tree,20,14.9,2,Yellow,79.97,237,1157,3079,37,2.37,0.01,1.291799982
1158,3107,62,LN,0,40,5.23,0.08,,Tree,20,17.5,7,Grey,85.15,65.375,1158,3107,62,5.23,0.08,1.171119063
1159,3097,65,LN,0,40,1.88,0.03,,Open,13,11.9,5,Yellow,63.01,62.66666667,1159,3097,65,1.88,0.03,1.274432872
1160,6131,,#N/A,#N/A,#N/A,0.76,0.00213,1% char 1.5% kaolin,N/A,,,,,,356.8075117,1160,6131,,0.76,0.00213,#DIV/0!
1161,3115,50,UR,4,4,2,0.04,,Open,20,16.8,5,Yellow,91.01,50,1161,3115,50,2,0.04,1.303869959
1162,3112,63,LN,0,40,2.65,0.04,,Tree,20,17.7,2,Yellow,87.49,66.25,1162,3112,63,2.65,0.04,1.189705849
1163,3075,38,UF,3,4,1.88,0.02,,Open,20,15.7,7,Yellow,90.5,94,1163,3075,38,1.88,0.02,1.387405377
1164,3107,62,LN,0,40,5.21,0.08,,Tree,20,17.5,7,Grey,85.15,65.125,1164,3107,62,5.21,0.08,1.171119063
1165,3146,15,LF,7,4,2.38,0.03,,Open,20,18.5,2,Yellow,95.46,79.33333333,1165,3146,15,2.38,0.03,1.241950104
1166,3161,14,LF,3,12,2.35,0.04,,Tree,20,18,10,Grey,103.09,58.75,1166,3161,14,2.35,0.04,1.378473689
1167,3150,15,LF,7,4,2.3,0.04,,Tree,20,19.2,2,Yellow,102.45,57.5,1167,3150,15,2.3,0.04,1.28429615
1168,3109,63,LN,0,40,1.32,0.04,,Open,18,17.5,2,Yellow-Grey,105.77,33,1168,3109,63,1.32,0.04,1.4547183
1169,3104A,64,LN,0,40,1.22,0.02,,Open,20,17.8,4,Yellow,106.2,61,1169,3104A,64,1.22,0.02,1.436014949
1170,3102,65,LN,0,40,2.59,0.04,,Tree,20,14.1,6,Yellow,68.42,64.75,1170,3102,65,2.59,0.04,1.167934275
1171,3146,15,LF,7,4,2.4,0.03,,Open,20,18.5,2,Yellow,95.46,80,1171,3146,15,2.4,0.03,1.241950104
1172,3097,65,LN,0,40,1.89,0.03,,Open,13,11.9,5,Yellow,63.01,63,1172,3097,65,1.89,0.03,1.274432872
1173,3081,37,UF,4,4,1.55,0.02,,Tree,20,16.3,6,Yellow,87.47,77.5,1173,3081,37,1.55,0.02,1.291593851
1174,3118,50,UR,4,4,2.5,0.04,,Tree,20,13.5,4,Yellow-Grey,78.35,62.5,1174,3118,50,2.5,0.04,1.396881864
1175,3103,62,LN,0,40,1.69,0.05,,Open,20,16,8,Grey,97.58,33.8,1175,3103,62,1.69,0.05,1.467895969
1176,3106,62,LN,0,40,1.98,0.07,,Tree,20,15.2,5,Grey,82.1,28.28571429,1176,3106,62,1.98,0.07,1.30003192
1177,3161,14,LF,3,12,2.36,0.04,,Tree,20,18,10,Grey,103.09,59,1177,3161,14,2.36,0.04,1.378473689
1178,6132,,#N/A,#N/A,#N/A,3.98,0.00668,5% char 1.5% kaolin,N/A,,,,,,595.8083832,1178,6132,,3.98,0.00668,#DIV/0!
1179,3160,14,LF,3,12,2.34,0.04,,Tree,20,17,10,Yellow-Grey,92.98,58.5,1179,3160,14,2.34,0.04,1.316421804
1180,3127,52,UR,2,4,3.19,0.06,,Open,25,23.4,17,Grey,109.65,53.16666667,1180,3127,52,3.19,0.06,1.127839304
1181,3139,17,LF,3,4,1.93,0.04,,Open,20,16.5,2,Yellow,76.46,48.25,1181,3139,17,1.93,0.04,1.115333627
1182,3105,62,LN,0,40,1.1,0.04,,Open,16,18.6,13,Yellow-Grey,112.27,27.5,1182,3105,62,1.1,0.04,1.452797972
1183,3129,52,UR,2,4,2.9,0.04,,Open,20,15,7,Yellow,70.21,72.5,1183,3129,52,2.9,0.04,1.126580321
1184,3157,14,LF,3,12,2.21,0.03,,Open,20,17.8,1,Yellow-Grey,92.17,73.66666667,1184,3157,14,2.21,0.03,1.246304123
1185,3129,52,UR,2,4,2.9,0.04,,Open,20,15,7,Yellow,70.21,72.5,1185,3129,52,2.9,0.04,1.126580321
1186,3104A,64,LN,0,40,1.24,0.02,,Open,20,17.8,4,Yellow,106.2,62,1186,3104A,64,1.24,0.02,1.436014949
1187,3106,62,LN,0,40,1.98,0.06,,Tree,20,15.2,5,Grey,82.1,33,1187,3106,62,1.98,0.06,1.30003192
1188,3151,16,LF,4,4,1.13,0.03,,Open,20,18.5,3,Yellow,104.77,37.66666667,1188,3151,16,1.13,0.03,1.363074716
1189,3079,37,UF,4,4,2.37,0.02,,Tree,20,14.9,2,Yellow,79.97,118.5,1189,3079,37,2.37,0.02,1.291799982
1190,3128,52,UR,2,4,3.01,0.05,,Open,20,13.5,9,Yellow,80.8,60.2,1190,3128,52,3.01,0.05,1.44056228
1191,3102,65,LN,0,40,2.6,0.04,,Tree,20,14.1,6,Yellow,68.42,65,1191,3102,65,2.6,0.04,1.167934275
1192,3162,14,LF,3,12,2.39,0.05,,Tree,20,17.5,17,Grey,91.14,47.8,1192,3162,14,2.39,0.05,1.253503128
1193,3142,17,LF,3,4,8.8,0.09,,Tree,20,10.6,6,Yellow,40.46,97.77777778,1193,3142,17,8.8,0.09,0.918701573
1194,3103,62,LN,0,40,1.72,0.05,,Open,20,16,8,Grey,97.58,34.4,1194,3103,62,1.72,0.05,1.467895969
1195,3097,65,LN,0,40,1.88,0.03,,Open,13,11.9,5,Yellow,63.01,62.66666667,1195,3097,65,1.88,0.03,1.274432872
1196,3101,65,LN,0,40,4.68,0.08,,Tree,20,16.5,12,Yellow,73.44,58.5,1196,3101,65,4.68,0.08,1.071280428
1197,3148,15,LF,7,4,2.5,0.03,,Tree,20,19,9,Yellow,103.16,83.33333333,1197,3148,15,2.5,0.03,1.306809187
1198,3118,50,UR,4,4,2.51,0.04,,Tree,20,13.5,4,Yellow-Grey,78.35,62.75,1198,3118,50,2.51,0.04,1.396881864
1199,3104,62,LN,0,40,1.28,0.04,,Open,20,18.7,8,Yellow,117.2,32,1199,3104,62,1.28,0.04,1.50848311
1200,3144,17,LF,3,4,3.52,0.04,,Tree,20,14.6,5,Yellow,77.33,88,1200,3144,17,3.52,0.04,1.274822151
1201,5039A,18,LF,6,4,2.65,0.04,,Open,20,11.2,4,Yellow,63.84,66.25,1201,5039A,18,2.65,0.04,1.371921627
1202,3147,15,LF,7,4,2.14,0.03,,Open,20,18.5,8,Yellow,106.09,71.33333333,1202,3147,15,2.14,0.03,1.380248131
1203,3105A,64,LN,0,40,1.67,0.04,,Open,17,14,3,Yellow,74.27,41.75,1203,3105A,64,1.67,0.04,1.276849865
1204,5068A,53,UR,1,4,2.68,0.06,,Open,20,16.9,7,Yellow,84,44.66666667,1204,5068A,53,2.68,0.06,1.196319076
1205,5064,54,UR,0,40,7.7,0.17,,Tree,20,15.5,15,Grey,53.27,45.29411765,1205,5064,54,7.7,0.17,0.827190323
1206,5052,21,LR,4,4,1.58,0.03,,Tree,20,15.8,6,Yellow,87.28,52.66666667,1206,5052,21,1.58,0.03,1.329572725
1207,5055,24,LR,2,4,2.55,0.07,,Open,20,16.4,8,Yellow,85.63,36.42857143,1207,5055,24,2.55,0.07,1.256714259
1208,5034,30,UF,1,4,1.25,0.02,,Tree,14,12,5,Yellow,66.06,62.5,1208,5034,30,1.25,0.02,1.324987466
1209,5009,27,UF,5,4,1.86,0.03,,Open,20,17.3,5,Yellow,96.04,62,1209,5009,27,1.86,0.03,1.336166241
1210,31,107,UF,4,4,2.86,0.08,,Open,20,18.5,5,Yellow-Grey,93.86,35.75,1210,31,107,2.86,0.08,1.221133844
1211,3147,15,LF,7,4,2.14,0.03,,Open,20,18.5,8,Yellow,106.09,71.33333333,1211,3147,15,2.14,0.03,1.380248131
1212,3149,15,LF,7,4,1.43,0.02,,Tree,20,18.4,4,Yellow,102.82,71.5,1212,3149,15,1.43,0.02,1.344975035
1213,3130,52,UR,2,4,7.07,0.09,,Tree,20,12.7,7,Grey,54.69,78.55555556,1213,3130,52,7.07,0.09,1.036474565
1214,5057,24,LR,2,4,3.63,0.11,,Open,20,17.8,7,Yellow,79.39,33,1214,5057,24,3.63,0.11,1.073495544
1215,5070A,53,UR,1,4,1.59,0.03,,Tree,20,17.2,5,Yellow,104.32,53,1215,5070A,53,1.59,0.03,1.459800735
1216,5070,22,LR,1,4,4.13,0.1,,Tree,20,15.9,6,Grey,80.53,41.3,1216,5070,22,4.13,0.1,1.219031762
1217,5001,26,UF,4,4,3.7,0.06,,Open,18.5,17.8,1,Grey,68.28,61.66666667,1217,5001,26,3.7,0.06,0.923268368
1218,5039,19,LR,4,4,2.59,0.03,,Open,20,17.6,5,Yellow,97.34,86.33333333,1218,5039,19,2.59,0.03,1.331168771
1219,5047,23,LR,1,4,3.78,0.08,,Tree,20,14,7,Grey,83.64,47.25,1219,5047,23,3.78,0.08,1.437938908
1220,3156,16,LF,4,4,2.66,0.04,,Tree,20,16,8,Yellow,84.57,66.5,1220,3156,16,2.66,0.04,1.272186535
1221,5041A,18,LF,6,4,4.37,0.06,,Tree,20,12,5,Yellow,62.57,72.83333333,1221,5041A,18,4.37,0.06,1.254987371
1222,5055,24,LR,2,4,2.57,0.07,,Open,20,16.4,8,Yellow,85.63,36.71428571,1222,5055,24,2.57,0.07,1.256714259
1223,5063,54,UR,0,40,5.11,0.11,,Open,20,12.8,12,Grey,48.12,46.45454545,1223,5063,54,5.11,0.11,0.904836468
1224,3156,16,LF,4,4,2.65,0.04,,Tree,20,16,8,Yellow,84.57,66.25,1224,3156,16,2.65,0.04,1.272186535
1225,5025,20,LR,3,4,1.88,0.04,,Open,20,16.9,4,Yellow,90.31,47,1225,5025,20,1.88,0.04,1.286185426
1226,5047,23,LR,1,4,3.78,0.08,,Tree,20,14,7,Grey,83.64,47.25,1226,5047,23,3.78,0.08,1.437938908
1227,5071,22,LR,1,4,3,0.07,,Tree,20,16.1,8,Grey,54.18,42.85714286,1227,5071,22,3,0.07,0.809967459
1228,5069A,53,UR,1,4,2.22,0.03,,Open,20,17.8,6,Yellow,96.91,74,1228,5069A,53,2.22,0.03,1.310397446
1229,3152,16,LF,4,4,3.01,0.05,,Open,20,19,9,Grey,98.52,60.2,1229,3152,16,3.01,0.05,1.248030643
1230,5015,28,UF,4,4,1.38,0.03,,Open,20,16,3,Yellow,85.43,46,1230,5015,28,1.38,0.03,1.285123515
1231,5041A,18,LF,6,4,4.38,0.06,,Tree,20,12,5,Yellow,62.57,73,1231,5041A,18,4.38,0.06,1.254987371
1232,5009,27,UF,5,4,1.86,0.03,,Open,20,17.3,5,Yellow,96.04,62,1232,5009,27,1.86,0.03,1.336166241
1233,5069A,53,UR,1,4,2.23,0.04,,Open,20,17.8,6,Yellow,96.91,55.75,1233,5069A,53,2.23,0.04,1.310397446
1234,5005,26,UF,4,4,6.47,0.11,,Tree,20,15.5,6,Grey,61.98,58.81818182,1234,5005,26,6.47,0.11,0.962441454
1235,3116,50,UR,4,4,2.32,0.03,,Open,20,15.8,5,Yellow,79.53,77.33333333,1235,3116,50,2.32,0.03,1.211513735
1236,3152,16,LF,4,4,3.02,0.05,,Open,20,19,9,Grey,98.52,60.4,1236,3152,16,3.02,0.05,1.248030643
1237,5066,54,UR,0,40,4.2,0.1,,Tree,20,16.3,13,Grey,71.59,42,1237,5066,54,4.2,0.1,1.057107623
1238,3149,15,LF,7,4,1.61,0.13,,Tree,20,18.4,4,Yellow,102.82,12.38461538,1238,3149,15,1.61,0.13,1.344975035
1239,5038A,18,LF,6,4,1.42,0.02,,Open,20,15.4,4,Yellow,76.41,71,1239,5038A,18,1.42,0.02,1.19421886
1240,5052,21,LR,4,4,1.56,0.03,,Tree,20,15.8,6,Yellow,87.28,52,1240,5052,21,1.56,0.03,1.329572725
1241,5041,19,LR,4,4,2.52,0.04,,Tree,20,18.1,6,Yellow,93.54,63,1241,5041,19,2.52,0.04,1.24386497
1242,5001,26,UF,4,4,3.67,0.06,,Open,18.5,17.8,1,Grey,68.28,61.16666667,1242,5001,26,3.67,0.06,0.923268368
1243,5063,54,UR,0,40,5.09,0.11,,Open,20,12.8,12,Grey,48.12,46.27272727,1243,5063,54,5.09,0.11,0.904836468
1244,3156,16,LF,4,4,2.67,0.05,,Tree,20,16,8,Yellow,84.57,53.4,1244,3156,16,2.67,0.05,1.272186535
1245,5057,24,LR,2,4,3.63,0.11,,Open,20,17.8,7,Yellow,79.39,33,1245,5057,24,3.63,0.11,1.073495544
1246,5064,54,UR,0,40,7.71,0.17,,Tree,20,15.5,15,Grey,53.27,45.35294118,1246,5064,54,7.71,0.17,0.827190323
1247,5034,30,UF,1,4,1.27,0.03,,Tree,14,12,5,Yellow,66.06,42.33333333,1247,5034,30,1.27,0.03,1.324987466
1248,3116,50,UR,4,4,2.34,0.03,,Open,20,15.8,5,Yellow,79.53,78,1248,3116,50,2.34,0.03,1.211513735
1249,6132,,#N/A,#N/A,#N/A,4.01,0.00847,5% char 1.5% kaolin,N/A,,,,,,473.4356553,1249,6132,,4.01,0.00847,#DIV/0!
1250,5039,19,LR,4,4,2.6,0.03,,Open,20,17.6,5,Yellow,97.34,86.66666667,1250,5039,19,2.6,0.03,1.331168771
1251,5070A,53,UR,1,4,1.61,0.03,,Tree,20,17.2,5,Yellow,104.32,53.66666667,1251,5070A,53,1.61,0.03,1.459800735
1252,5071,22,LR,1,4,3.01,0.07,,Tree,20,16.1,8,Grey,54.18,43,1252,5071,22,3.01,0.07,0.809967459
1253,5025,20,LR,3,4,1.88,0.04,,Open,20,16.9,4,Yellow,90.31,47,1253,5025,20,1.88,0.04,1.286185426
1254,5070,22,LR,1,4,4.13,0.11,,Tree,20,15.9,6,Grey,80.53,37.54545455,1254,5070,22,4.13,0.11,1.219031762
1255,5068A,53,UR,1,4,2.69,0.06,,Open,20,16.9,7,Yellow,84,44.83333333,1255,5068A,53,2.69,0.06,1.196319076
1256,5064,54,UR,0,40,7.72,0.17,,Tree,20,15.5,15,Grey,53.27,45.41176471,1256,5064,54,7.72,0.17,0.827190323
1257,5015,28,UF,4,4,1.35,0.03,,Open,20,16,3,Yellow,85.43,45,1257,5015,28,1.35,0.03,1.285123515
1258,5039,19,LR,4,4,2.59,0.03,,Open,20,17.6,5,Yellow,97.34,86.33333333,1258,5039,19,2.59,0.03,1.331168771
1259,5025,20,LR,3,4,1.87,0.04,,Open,20,16.9,4,Yellow,90.31,46.75,1259,5025,20,1.87,0.04,1.286185426
1260,5068A,53,UR,1,4,2.7,0.06,,Open,20,16.9,7,Yellow,84,45,1260,5068A,53,2.7,0.06,1.196319076
1261,3156,16,LF,4,4,2.64,0.04,,Tree,20,16,8,Yellow,84.57,66,1261,3156,16,2.64,0.04,1.272186535
1262,5005,26,UF,4,4,6.45,0.11,,Tree,20,15.5,6,Grey,61.98,58.63636364,1262,5005,26,6.45,0.11,0.962441454
1263,3149,15,LF,7,4,1.44,0.02,,Tree,20,18.4,4,Yellow,102.82,72,1263,3149,15,1.44,0.02,1.344975035
1264,6131,,#N/A,#N/A,#N/A,0.76,0.00356,1% char 1.5% kaolin,N/A,,,,,,213.4831461,1264,6131,,0.76,0.00356,#DIV/0!
1265,5057,24,LR,2,4,3.62,0.11,,Open,20,17.8,7,Yellow,79.39,32.90909091,1265,5057,24,3.62,0.11,1.073495544
1266,5069A,53,UR,1,4,2.19,0.03,,Open,20,17.8,6,Yellow,96.91,73,1266,5069A,53,2.19,0.03,1.310397446
1267,5052,21,LR,4,4,1.56,0.03,,Tree,20,15.8,6,Yellow,87.28,52,1267,5052,21,1.56,0.03,1.329572725
1268,5066,54,UR,0,40,4.18,0.1,,Tree,20,16.3,13,Grey,71.59,41.8,1268,5066,54,4.18,0.1,1.057107623
1269,3152,16,LF,4,4,3.02,0.05,,Open,20,19,9,Grey,98.52,60.4,1269,3152,16,3.02,0.05,1.248030643
1270,3147,15,LF,7,4,2.16,0.03,,Open,20,18.5,8,Yellow,106.09,72,1270,3147,15,2.16,0.03,1.380248131
1271,3116,50,UR,4,4,2.32,0.03,,Open,20,15.8,5,Yellow,79.53,77.33333333,1271,3116,50,2.32,0.03,1.211513735
1272,5001,26,UF,4,4,3.67,0.06,,Open,18.5,17.8,1,Grey,68.28,61.16666667,1272,5001,26,3.67,0.06,0.923268368
1273,5009,27,UF,5,4,1.85,0.03,,Open,20,17.3,5,Yellow,96.04,61.66666667,1273,5009,27,1.85,0.03,1.336166241
1274,5041,19,LR,4,4,2.52,0.04,,Tree,20,18.1,6,Yellow,93.54,63,1274,5041,19,2.52,0.04,1.24386497
1275,5063,54,UR,0,40,5.12,0.11,,Open,20,12.8,12,Grey,48.12,46.54545455,1275,5063,54,5.12,0.11,0.904836468
1276,5038A,18,LF,6,4,2.56,0.05,,Open,20,15.4,4,Yellow,76.41,51.2,1276,5038A,18,2.56,0.05,1.19421886
1277,3130,52,UR,2,4,7.08,0.09,,Tree,20,12.7,7,Grey,54.69,78.66666667,1277,3130,52,7.08,0.09,1.036474565
1278,5055,24,LR,2,4,2.55,0.07,,Open,20,16.4,8,Yellow,85.63,36.42857143,1278,5055,24,2.55,0.07,1.256714259
1279,3105A,64,LN,0,40,1.67,0.04,,Open,17,14,3,Yellow,74.27,41.75,1279,3105A,64,1.67,0.04,1.276849865
1280,5005,26,UF,4,4,6.45,0.11,,Tree,20,15.5,6,Grey,61.98,58.63636364,1280,5005,26,6.45,0.11,0.962441454
1281,5041A,18,LF,6,4,4.38,0.06,,Tree,20,12,5,Yellow,62.57,73,1281,5041A,18,4.38,0.06,1.254987371
1282,5047,23,LR,1,4,3.78,0.08,,Tree,20,14,7,Grey,83.64,47.25,1282,5047,23,3.78,0.08,1.437938908
1283,5071,22,LR,1,4,3.01,0.07,,Tree,20,16.1,8,Grey,54.18,43,1283,5071,22,3.01,0.07,0.809967459
1284,5015,28,UF,4,4,1.37,0.03,,Open,20,16,3,Yellow,85.43,45.66666667,1284,5015,28,1.37,0.03,1.285123515
1285,5039A,18,LF,6,4,2.63,0.04,,Open,20,11.2,4,Yellow,63.84,65.75,1285,5039A,18,2.63,0.04,1.371921627
1286,5029,20,LR,3,4,2.24,0.05,,Tree,14,10.4,4,Yellow-Grey,55.92,44.8,1286,5029,20,2.24,0.05,1.294160887
1287,5038A,18,LF,6,4,2.56,0.05,,Open,20,15.4,4,Yellow,76.41,51.2,1287,5038A,18,2.56,0.05,1.19421886
1288,3075,38,UF,3,4,1.9,0.02,,Open,20,15.7,7,Yellow,90.5,95,1288,3075,38,1.9,0.02,1.387405377
1289,5066,54,UR,0,40,4.19,0.1,,Tree,20,16.3,13,Grey,71.59,41.9,1289,5066,54,4.19,0.1,1.057107623
1290,6130,,#N/A,#N/A,#N/A,0,0.00278,12.5% kaolin,N/A,,,,,,0,1290,6130,,0,0.00278,#DIV/0!
1291,5041,19,LR,4,4,2.53,0.03,,Tree,20,18.1,6,Yellow,93.54,84.33333333,1291,5041,19,2.53,0.03,1.24386497
1292,5039A,18,LF,6,4,2.63,0.04,,Open,20,11.2,4,Yellow,63.84,65.75,1292,5039A,18,2.63,0.04,1.371921627
1293,5070A,53,UR,1,4,1.61,0.03,,Tree,20,17.2,5,Yellow,104.32,53.66666667,1293,5070A,53,1.61,0.03,1.459800735
1294,5034,30,UF,1,4,1.29,0.03,,Tree,14,12,5,Yellow,66.06,43,1294,5034,30,1.29,0.03,1.324987466
1295,5029,20,LR,3,4,2.26,0.05,,Tree,14,10.4,4,Yellow-Grey,55.92,45.2,1295,5029,20,2.26,0.05,1.294160887
1296,3130,52,UR,2,4,7.07,0.09,,Tree,20,12.7,7,Grey,54.69,78.55555556,1296,3130,52,7.07,0.09,1.036474565
1297,3156,16,LF,4,4,2.65,0.04,,Tree,20,16,8,Yellow,84.57,66.25,1297,3156,16,2.65,0.04,1.272186535
1298,5070,22,LR,1,4,4.14,0.11,,Tree,20,15.9,6,Grey,80.53,37.63636364,1298,5070,22,4.14,0.11,1.219031762
1299,3105A,64,LN,0,40,1.67,0.04,,Open,17,14,3,Yellow,74.27,41.75,1299,3105A,64,1.67,0.04,1.276849865
1300,5029,20,LR,3,4,2.26,0.05,,Tree,14,10.4,4,Yellow-Grey,55.92,45.2,1300,5029,20,2.26,0.05,1.294160887
1301,6131,,#N/A,#N/A,#N/A,0.76,0.00368,1% char 1.5% kaolin,N/A,,,,,,206.5217391,1301,6131,,0.76,0.00368,#DIV/0!
1302,5044,23,LR,1,4,1.68,0.04,,Open,20,16.5,2,Yellow,95.75,42,1302,5044,23,1.68,0.04,1.396719785
1303,5028,20,LR,3,4,3.84,0.08,,Tree,15,11.9,6,Yellow,57.2,48,1303,5028,20,3.84,0.08,1.156920493
1304,5020,29,UF,2,4,2.08,0.05,,Open,20,9.6,5,Yellow,53.47,41.6,1304,5020,29,2.08,0.05,1.340582043
1305,5049,21,LR,4,4,1.49,0.03,,Open,20,13.8,4,Yellow,79.28,49.66666667,1305,5049,21,1.49,0.03,1.382735146
1306,5027,20,LR,3,4,2.65,0.05,,Open,20,17.8,7,Yellow,92.99,53,1306,5027,20,2.65,0.05,1.257391997
1307,5042,19,LR,4,4,1.32,0.02,,Tree,20,17.5,3,Yellow,102.84,66,1307,5042,19,1.32,0.02,1.414420251
1308,5045,23,LR,1,4,2.32,0.06,,Open,14,10.2,3,Yellow,51.82,38.66666667,1308,5045,23,2.32,0.06,1.222789451
1309,5019,29,UF,2,4,2.26,0.05,,Open,20,15,6,Yellow,77.94,45.2,1309,5019,29,2.26,0.05,1.250614872
1310,5038,19,LR,4,4,2.24,0.04,,Open,20,12.5,3,Yellow,55.38,56,1310,5038,19,2.24,0.04,1.066344136
1311,5031,30,UF,1,4,1.84,0.05,,Open,20,17.9,3,Yellow-Grey,100.92,36.8,1311,5031,30,1.84,0.05,1.356996281
1312,5043,23,LR,1,4,1.23,0.03,,Open,20,16,1,Yellow,93.57,41,1312,5043,23,1.23,0.03,1.407573537
1313,5038,19,LR,4,4,2.25,0.04,,Open,20,12.5,3,Yellow,55.38,56.25,1313,5038,19,2.25,0.04,1.066344136
1314,5028,20,LR,3,4,3.85,0.08,,Tree,15,11.9,6,Yellow,57.2,48.125,1314,5028,20,3.85,0.08,1.156920493
1315,5049,21,LR,4,4,1.49,0.03,,Open,20,13.8,4,Yellow,79.28,49.66666667,1315,5049,21,1.49,0.03,1.382735146
1316,5014,28,UF,4,4,1.73,0.03,,Open,20,14.7,4,Yellow,77.12,57.66666667,1316,5014,28,1.73,0.03,1.262711491
1317,5010,27,UF,5,4,1.66,0.02,,Tree,20,16.5,2,Yellow-Grey,94.78,83,1317,5010,27,1.66,0.02,1.382570247
1318,5027,20,LR,3,4,2.67,0.05,,Open,20,17.8,7,Yellow,92.99,53.4,1318,5027,20,2.67,0.05,1.257391997
1319,5042A,18,LF,6,4,2.36,0.04,,Tree,20,16.2,4,Yellow,90.13,59,1319,5042A,18,2.36,0.04,1.339087028
1320,5035,30,UF,1,4,0.93,0.03,,Tree,20,16.9,8,Yellow,95.04,31,1320,5035,30,0.93,0.03,1.353549584
1321,5046,23,LR,1,4,3.07,0.05,,Tree,20,17,7,Yellow,85.38,61.4,1321,5046,23,3.07,0.05,1.208820108
1322,5006,26,UF,4,4,3.54,0.05,,Tree,20,17,5,Grey,85.75,70.8,1322,5006,26,3.54,0.05,1.214058612
1323,5021,29,UF,2,4,1.16,0.02,,Open,20,13.8,3,Yellow,75.84,58,1323,5021,29,1.16,0.02,1.322737556
1324,5010,27,UF,5,4,1.58,0.02,,Tree,20,16.5,2,Yellow-Grey,94.78,79,1324,5010,27,1.58,0.02,1.382570247
1325,5040A,18,LF,6,4,1.42,0.02,,Tree,20,17.8,,,102.09,71,1325,5040A,18,1.42,0.02,1.380440359
1326,5030,20,LR,3,4,1.12,0.03,,Tree,20,17.8,3,Yellow,108.18,37.33333333,1326,5030,20,1.12,0.03,1.462788109
1327,5035,30,UF,1,4,0.91,0.03,,Tree,20,16.9,8,Yellow,95.04,30.33333333,1327,5035,30,0.91,0.03,1.353549584
1328,5056,24,LR,2,4,1.92,0.07,,Open,20,16,6,Yellow,89.79,27.42857143,1328,5056,24,1.92,0.07,1.350710996
1329,5013,28,UF,4,4,1.24,0.02,,Open,20,17,4,Yellow,98.37,62,1329,5013,28,1.24,0.02,1.39273406
1330,5021,29,UF,2,4,1.17,0.02,,Open,20,13.8,3,Yellow,75.84,58.5,1330,5021,29,1.17,0.02,1.322737556
1331,5024,29,UF,2,4,2.75,0.04,,Tree,20,10.5,1,Yellow,56.78,68.75,1331,5024,29,2.75,0.04,1.301549039
1332,5044,23,LR,1,4,1.66,0.04,,Open,20,16.5,2,Yellow,95.75,41.5,1332,5044,23,1.66,0.04,1.396719785
1333,5006,26,UF,4,4,3.51,0.05,,Tree,20,17,5,Grey,85.75,70.2,1333,5006,26,3.51,0.05,1.214058612
1334,5026,20,LR,3,4,1.53,0.03,,Open,20,17.1,3,Yellow,101.26,51,1334,5026,20,1.53,0.03,1.425267097
1335,5006,26,UF,4,4,3.59,0.05,,Tree,20,17,5,Grey,85.75,71.8,1335,5006,26,3.59,0.05,1.214058612
1336,5024,29,UF,2,4,2.8,0.04,,Tree,20,10.5,1,Yellow,56.78,70,1336,5024,29,2.8,0.04,1.301549039
1337,5030,20,LR,3,4,1.12,0.03,,Tree,20,17.8,3,Yellow,108.18,37.33333333,1337,5030,20,1.12,0.03,1.462788109
1338,5056,24,LR,2,4,1.94,0.07,,Open,20,16,6,Yellow,89.79,27.71428571,1338,5056,24,1.94,0.07,1.350710996
1339,5037A,18,LF,6,4,1.46,0.03,,Open,15,13,0,Yellow,73.91,48.66666667,1339,5037A,18,1.46,0.03,1.368403879
1340,5037A,18,LF,6,4,1.46,0.03,,Open,15,13,0,Yellow,73.91,48.66666667,1340,5037A,18,1.46,0.03,1.368403879
1341,5036,30,UF,1,4,1.8,0.05,,Tree,20,17.8,3,Yellow,98.11,36,1341,5036,30,1.8,0.05,1.326623603
1342,5043,23,LR,1,4,1.23,0.03,,Open,20,16,1,Yellow,93.57,41,1342,5043,23,1.23,0.03,1.407573537
1343,5065,54,UR,0,40,5.83,0.13,,Tree,20,16,12,Grey,67.75,44.84615385,1343,5065,54,5.83,0.13,1.01916327
1344,5038,19,LR,4,4,2.21,0.04,,Open,20,12.5,3,Yellow,55.38,55.25,1344,5038,19,2.21,0.04,1.066344136
1345,5042A,18,LF,6,4,2.32,0.04,,Tree,20,16.2,4,Yellow,90.13,58,1345,5042A,18,2.32,0.04,1.339087028
1346,5035,30,UF,1,4,0.92,0.03,,Tree,20,16.9,8,Yellow,95.04,30.66666667,1346,5035,30,0.92,0.03,1.353549584
1347,5021,29,UF,2,4,1.18,0.02,,Open,20,13.8,3,Yellow,75.84,59,1347,5021,29,1.18,0.02,1.322737556
